reactant_smiles,reactant_iupac,product_smiles,product_iupac,reagent_smiles,solvent_smiles,catalyst_smiles
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.Cc1cc(ccc1C=O)[Cl],5-methylpyridin-2-amine|isocyanocyclohexane|4-chloro-2-methylbenzaldehyde,Cc1ccc2nc(c3ccc(cc3C)[Cl])c(NC3CCCCC3)n2c1,"2-(4-chloro-2-methylphenyl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1cccc(c1[Br])[Cl])=O,5-methylpyridin-2-amine|isocyanocyclohexane|2-bromo-3-chlorobenzaldehyde,Cc1ccc2nc(c3cccc(c3[Br])[Cl])c(NC3CCCCC3)n2c1,"2-(2-bromo-3-chlorophenyl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.Cc1cccc(c1C=O)[Cl],5-methylpyridin-2-amine|isocyanocyclohexane|2-chloro-6-methylbenzaldehyde,Cc1ccc2nc(c3c(C)cccc3[Cl])c(NC3CCCCC3)n2c1,"2-(2-chloro-6-methylphenyl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.CC(C)(C)OC(N1CCc2cccc(C=O)c12)=O,"5-methylpyridin-2-amine|isocyanocyclohexane|tert-butyl 7-formyl-2,3-dihydroindole-1-carboxylate",Cc1ccc2nc(c3cccc4CCN(C(=O)OC(C)(C)C)c34)c(NC3CCCCC3)n2c1,"tert-butyl7-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]-2,3-dihydroindole-1-carboxylate",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C1=C(C=O)C(c2cc(ccc2O1)[N+]([O-])=O)=O,5-methylpyridin-2-amine|isocyanocyclohexane|6-nitro-4-oxochromene-3-carbaldehyde,Cc1ccc2nc(C3=COc4ccc(cc4C3=O)[N+]([O-])=O)c(NC3CCCCC3)n2c1,"3-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]-6-nitrochromen-4-one",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1ccc(c(c1)[Br])[Cl])=O,5-methylpyridin-2-amine|isocyanocyclohexane|3-bromo-4-chlorobenzaldehyde,Cc1ccc2nc(c3ccc(c(c3)[Br])[Cl])c(NC3CCCCC3)n2c1,"2-(3-bromo-4-chlorophenyl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1cc2ccccc2o1)=O,5-methylpyridin-2-amine|isocyanocyclohexane|1-benzofuran-2-carbaldehyde,Cc1ccc2nc(c(NC3CCCCC3)n2c1)c1cc2ccccc2o1,"2-(1-benzofuran-2-yl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.COc1c(C=O)cc2ccccc2n1,5-methylpyridin-2-amine|isocyanocyclohexane|2-methoxyquinoline-3-carbaldehyde,Cc1ccc2nc(c3cc4ccccc4nc3OC)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-(2-methoxyquinolin-3-yl)-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1c(ccc2cc(ccc12)[N+]([O-])=O)O)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,2-hydroxy-6-nitronaphthalene-1-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3c(ccc4cc(ccc34)[N+]([O-])=O)O)c(NC3CCCCC3)n2c1,"1-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]-6-nitronaphthalen-2-ol",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1ccccc1)Oc1ccc2c(c1)c(C=O)c[nH]2,5-methylpyridin-2-amine|isocyanocyclohexane|5-phenylmethoxy-1H-indole-3-carbaldehyde,Cc1ccc2nc(c3c[nH]c4ccc(cc34)OCc3ccccc3)c(NC3CCCCC3)n2c1,"N-cyclohexyl-6-methyl-2-(5-phenylmethoxy-1H-indol-3-yl)imidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1cc2ccccc2[nH]1)=O,5-methylpyridin-2-amine|isocyanocyclohexane|1H-indole-2-carbaldehyde,Cc1ccc2nc(c3cc4ccccc4[nH]3)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-(1H-indol-2-yl)-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1cccn2ccnc12)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,"imidazo[1,2-a]pyridine-8-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane",Cc1ccc2nc(c3cccn4ccnc34)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-imidazo[1,2-a]pyridin-8-yl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1ccc(c2c1cc[nH]2)[Cl])=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,7-chloro-1H-indole-4-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccc(c4c3cc[nH]4)[Cl])c(NC3CCCCC3)n2c1,"2-(7-chloro-1H-indol-4-yl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.COC(c1ccc2c(C=O)c[nH]c2c1)=O,5-methylpyridin-2-amine|isocyanocyclohexane|methyl 3-formyl-1H-indole-6-carboxylate,Cc1ccc2nc(c3c[nH]c4cc(ccc34)C(=O)OC)c(NC3CCCCC3)n2c1,"methyl3-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]-1H-indole-6-carboxylate",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1cc(cc(c1)[Br])[Cl])=O,5-methylpyridin-2-amine|isocyanocyclohexane|3-bromo-5-chlorobenzaldehyde,Cc1ccc2nc(c3cc(cc(c3)[Br])[Cl])c(NC3CCCCC3)n2c1,"2-(3-bromo-5-chlorophenyl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CCc1cccc2c(C=O)c[nH]c12.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,7-ethyl-1H-indole-3-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,CCc1cccc2c(c[nH]c12)c1c(NC2CCCCC2)n2cc(C)ccc2n1,"N-cyclohexyl-2-(7-ethyl-1H-indol-3-yl)-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1c(cc(cc1F)O)F)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,"2,6-difluoro-4-hydroxybenzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane",Cc1ccc2nc(c3c(cc(cc3F)O)F)c(NC3CCCCC3)n2c1,"4-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]-3,5-difluorophenol",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1c[nH]c2cc(ccc12)[Cl])=O,5-methylpyridin-2-amine|isocyanocyclohexane|6-chloro-1H-indole-3-carbaldehyde,Cc1ccc2nc(c3c[nH]c4cc(ccc34)[Cl])c(NC3CCCCC3)n2c1,"2-(6-chloro-1H-indol-3-yl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1ccc(c(c1)C(O)=O)F)=O,5-methylpyridin-2-amine|isocyanocyclohexane|2-fluoro-5-formylbenzoic acid,Cc1ccc2nc(c3ccc(c(c3)C(O)=O)F)c(NC3CCCCC3)n2c1,"5-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]-2-fluorobenzoicacid",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1cccc2cccnc12)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,quinoline-8-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3cccc4cccnc34)c(NC3CCCCC3)n2c1,"N-cyclohexyl-6-methyl-2-quinolin-8-ylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1cn2ccccc2n1)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,"imidazo[1,2-a]pyridine-2-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane",Cc1ccc2nc(c3cn4ccccc4n3)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-imidazo[1,2-a]pyridin-2-yl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
Cn1ccc2cccc(C=O)c12.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,1-methylindole-7-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3cccc4ccn(C)c34)c(NC3CCCCC3)n2c1,"N-cyclohexyl-6-methyl-2-(1-methylindol-7-yl)imidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1c(cc(cc1[Cl])[Br])[Cl])=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,"4-bromo-2,6-dichlorobenzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane",Cc1ccc2nc(c3c(cc(cc3[Cl])[Br])[Cl])c(NC3CCCCC3)n2c1,"2-(4-bromo-2,6-dichlorophenyl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1cccc2c1cco2)=O,5-methylpyridin-2-amine|isocyanocyclohexane|1-benzofuran-4-carbaldehyde,Cc1ccc2nc(c3cccc4c3cco4)c(NC3CCCCC3)n2c1,"2-(1-benzofuran-4-yl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
Cc1ccc(C=O)c(c1[Br])O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,3-bromo-2-hydroxy-4-methylbenzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccc(C)c(c3O)[Br])c(NC3CCCCC3)n2c1,"2-bromo-6-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]-3-methylphenol",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1cnc2ccnn2c1)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,"pyrazolo[1,5-a]pyrimidine-6-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane",Cc1ccc2nc(c3cnc4ccnn4c3)c(NC3CCCCC3)n2c1,"N-cyclohexyl-6-methyl-2-pyrazolo[1,5-a]pyrimidin-6-ylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1ccc(c2ccccc12)[Br])=O,5-methylpyridin-2-amine|isocyanocyclohexane|4-bromonaphthalene-1-carbaldehyde,Cc1ccc2nc(c3ccc(c4ccccc34)[Br])c(NC3CCCCC3)n2c1,"2-(4-bromonaphthalen-1-yl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1cc(ccc1[Br])O)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,2-bromo-5-hydroxybenzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3cc(ccc3[Br])O)c(NC3CCCCC3)n2c1,"4-bromo-3-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]phenol",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1ccc(cc1N)[Br])=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,2-amino-4-bromobenzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccc(cc3N)[Br])c(NC3CCCCC3)n2c1,"2-(2-amino-4-bromophenyl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.Cc1ccc(cc1C=O)[Br],5-methylpyridin-2-amine|isocyanocyclohexane|5-bromo-2-methylbenzaldehyde,Cc1ccc2nc(c3cc(ccc3C)[Br])c(NC3CCCCC3)n2c1,"2-(5-bromo-2-methylphenyl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1ccc2c(c1)c1ccccc1o2)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,dibenzofuran-2-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccc4c(c3)c3ccccc3o4)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-dibenzofuran-2-yl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1cccc2c(cccc12)F)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,5-fluoronaphthalene-1-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3cccc4c(cccc34)F)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-(5-fluoronaphthalen-1-yl)-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1ccc(cc1[Br])I)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,2-bromo-4-iodobenzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccc(cc3[Br])I)c(NC3CCCCC3)n2c1,"2-(2-bromo-4-iodophenyl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1cc(cc(c1F)F)[Br])=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,"5-bromo-2,3-difluorobenzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane",Cc1ccc2nc(c3cc(cc(c3F)F)[Br])c(NC3CCCCC3)n2c1,"2-(5-bromo-2,3-difluorophenyl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1ccc(cc1)I)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,4-iodobenzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccc(cc3)I)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-(4-iodophenyl)-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(C(O)=O)Oc1ccc(C=O)cc1,5-methylpyridin-2-amine|isocyanocyclohexane|2-(4-formylphenoxy)acetic acid,Cc1ccc2nc(c3ccc(cc3)OCC(O)=O)c(NC3CCCCC3)n2c1,"2-[4-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]phenoxy]aceticacid",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1cc(c(c(c1)I)O)I)=O,"5-methylpyridin-2-amine|isocyanocyclohexane|4-hydroxy-3,5-diiodobenzaldehyde",Cc1ccc2nc(c3cc(c(c(c3)I)O)I)c(NC3CCCCC3)n2c1,"4-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]-2,6-diiodophenol",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1cc(c(c(c1)[Br])O)[Br])=O,"5-methylpyridin-2-amine|isocyanocyclohexane|3,5-dibromo-4-hydroxybenzaldehyde",Cc1ccc2nc(c3cc(c(c(c3)[Br])O)[Br])c(NC3CCCCC3)n2c1,"2,6-dibromo-4-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]phenol",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C1CN(CCC1C=O)Cc1ccccc1.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,1-benzylpiperidine-4-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(C3CCN(CC3)Cc3ccccc3)c(NC3CCCCC3)n2c1,"2-(1-benzylpiperidin-4-yl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC(=O)Oc1ccc(C=O)cc1.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,(4-formylphenyl) acetate|5-methylpyridin-2-amine|isocyanocyclohexane,CC(=O)Oc1ccc(cc1)c1c(NC2CCCCC2)n2cc(C)ccc2n1,"[4-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]phenyl]acetate",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC(C=O)c1ccccc1.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,2-phenylpropanal|5-methylpyridin-2-amine|isocyanocyclohexane,CC(c1ccccc1)c1c(NC2CCCCC2)n2cc(C)ccc2n1,"N-cyclohexyl-6-methyl-2-(1-phenylethyl)imidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.CC(C)(C)[Si](C)(C)Oc1ccc(C=O)cc1,5-methylpyridin-2-amine|isocyanocyclohexane|4-[tert-butyl(dimethyl)silyl]oxybenzaldehyde,Cc1ccc2nc(c3ccc(cc3)O[Si](C)(C)C(C)(C)C)c(NC3CCCCC3)n2c1,"2-[4-[tert-butyl(dimethyl)silyl]oxyphenyl]-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1cccc(c1)OC(C(F)F)(F)F)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,"3-(1,1,2,2-tetrafluoroethoxy)benzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane",Cc1ccc2nc(c3cccc(c3)OC(C(F)F)(F)F)c(NC3CCCCC3)n2c1,"N-cyclohexyl-6-methyl-2-[3-(1,1,2,2-tetrafluoroethoxy)phenyl]imidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1ccccc1c1ccccc1)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,2-phenylbenzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccccc3c3ccccc3)c(NC3CCCCC3)n2c1,"N-cyclohexyl-6-methyl-2-(2-phenylphenyl)imidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C=Cc1cccc(C=O)c1,5-methylpyridin-2-amine|isocyanocyclohexane|3-ethenylbenzaldehyde,Cc1ccc2nc(c3cccc(C=C)c3)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-(3-ethenylphenyl)-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC(C)(C)c1ccc(cc1)Oc1cccc(C=O)c1.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,3-(4-tert-butylphenoxy)benzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3cccc(c3)Oc3ccc(cc3)C(C)(C)C)c(NC3CCCCC3)n2c1,"2-[3-(4-tert-butylphenoxy)phenyl]-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1ccc(cc1)OC(F)(F)F)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,4-(trifluoromethoxy)benzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccc(cc3)OC(F)(F)F)c(NC3CCCCC3)n2c1,"N-cyclohexyl-6-methyl-2-[4-(trifluoromethoxy)phenyl]imidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
Cc1cc(C)c(C=O)c(C)c1.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,"2,4,6-trimethylbenzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane",Cc1cc(C)c(c(C)c1)c1c(NC2CCCCC2)n2cc(C)ccc2n1,"N-cyclohexyl-6-methyl-2-(2,4,6-trimethylphenyl)imidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
COc1cc(C=O)cc(c1O)[N+]([O-])=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,4-hydroxy-3-methoxy-5-nitrobenzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3cc(c(c(c3)OC)O)[N+]([O-])=O)c(NC3CCCCC3)n2c1,"4-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]-2-methoxy-6-nitrophenol",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1ccc(c(c1)[N+]([O-])=O)[Cl])=O,5-methylpyridin-2-amine|isocyanocyclohexane|4-chloro-3-nitrobenzaldehyde,Cc1ccc2nc(c3ccc(c(c3)[N+]([O-])=O)[Cl])c(NC3CCCCC3)n2c1,"2-(4-chloro-3-nitrophenyl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC(Nc1ccc(C=O)cc1)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,N-(4-formylphenyl)acetamide|5-methylpyridin-2-amine|isocyanocyclohexane,CC(Nc1ccc(cc1)c1c(NC2CCCCC2)n2cc(C)ccc2n1)=O,"N-[4-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]phenyl]acetamide",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
COc1ccc(C=O)cc1S([O-])(=O)=O.[Na+].CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,5-formyl-2-methoxybenzenesulfonate|sodium(1+)|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccc(c(c3)S(O)(=O)=O)OC)c(NC3CCCCC3)n2c1,"5-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]-2-methoxybenzenesulfonicacid",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(C(c1ccccc1)=O)=O.O,5-methylpyridin-2-amine|isocyanocyclohexane|2-oxo-2-phenylacetaldehyde|oxidane,Cc1ccc2nc(C(c3ccccc3)=O)c(NC3CCCCC3)n2c1,"[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]-phenylmethanone",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.COc1cc(ccc1C=O)[N+]([O-])=O,5-methylpyridin-2-amine|isocyanocyclohexane|2-methoxy-4-nitrobenzaldehyde,Cc1ccc2nc(c3ccc(cc3OC)[N+]([O-])=O)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-(2-methoxy-4-nitrophenyl)-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(C=O)=C(c1ccccc1)c1ccccc1.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,"3,3-diphenylprop-2-enal|5-methylpyridin-2-amine|isocyanocyclohexane",Cc1ccc2nc(C=C(c3ccccc3)c3ccccc3)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-(2,2-diphenylethenyl)-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.CC(C)(C)OC(N1CCN(CC1)c1ccc(C=O)cc1)=O,5-methylpyridin-2-amine|isocyanocyclohexane|tert-butyl 4-(4-formylphenyl)piperazine-1-carboxylate,Cc1ccc2nc(c3ccc(cc3)N3CCN(CC3)C(=O)OC(C)(C)C)c(NC3CCCCC3)n2c1,"tert-butyl4-[4-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]phenyl]piperazine-1-carboxylate",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
COC(c1ccc(cc1)c1ccc(C=O)cc1)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,methyl 4-(4-formylphenyl)benzoate|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccc(cc3)c3ccc(cc3)C(=O)OC)c(NC3CCCCC3)n2c1,"methyl4-[4-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]phenyl]benzoate",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
COc1cccc(C=O)c1[Cl].CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,2-chloro-3-methoxybenzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3cccc(c3[Cl])OC)c(NC3CCCCC3)n2c1,"2-(2-chloro-3-methoxyphenyl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
