reactant_smiles,reactant_iupac,product_smiles,product_iupac,reagent_smiles,solvent_smiles,catalyst_smiles
ClC(Cl)(Cl)Cl.CO.O=C(O)CCCC=CC1C2CCC(C2)C1CO.Cc1ccc(S(=O)(=O)O)cc1,tetrachloromethane|methanol|6-[3-(hydroxymethyl)-2-bicyclo[2.2.1]heptanyl]hex-5-enoic acid|4-methylbenzenesulfonic acid,COC(=O)CCCC=CC1C2CCC(C2)C1CO,methyl 6-[3-(hydroxymethyl)-2-bicyclo[2.2.1]heptanyl]hex-5-enoate,,,
[BH4-].CCc1ccccc1C=O.CC(=O)[O-].CC(=O)O.C[N+](=O)[O-].[NH4+].[Na+],boranuide|2-ethylbenzaldehyde|acetate|acetic acid|nitromethane|azanium|sodium(1+),CCc1ccccc1CC[N+](=O)[O-],1-ethyl-2-(2-nitroethyl)benzene,,,
ClCCl.CCN(CC)CC.O=c1cccccc1Cl.COC(=O)CS,"dichloromethane|N,N-diethylethanamine|2-chlorocyclohepta-2,4,6-trien-1-one|methyl 2-sulfanylacetate",COC(=O)CSc1cccccc1=O,"methyl 2-(7-oxocyclohepta-1,3,5-trien-1-yl)sulfanylacetate",,,
CC(C)C[Al+]CC(C)C.Cc1ccccc1.[H-].COC(=O)C1=CCCN(C(=O)OC(C)(C)C)C1,"bis(2-methylpropyl)alumanylium|toluene|hydride|1-O-tert-butyl 5-O-methyl 3,6-dihydro-2H-pyridine-1,5-dicarboxylate",CC(C)(C)OC(=O)N1CCC=C(CO)C1,"tert-butyl 5-(hydroxymethyl)-3,6-dihydro-2H-pyridine-1-carboxylate",,,
[Br-].CC(=O)OCC(=O)COC(C)=O.C1CCOC1.Cl.Fc1ccc(Br)c(F)c1.Fc1ccc([Mg+])c(F)c1.[Mg],"bromide|(3-acetyloxy-2-oxopropyl) acetate|oxolane|chlorane|1-bromo-2,4-difluorobenzene|Fc1ccc([Mg+])c(F)c1|magnesium",CC(=O)OCC(O)(COC(C)=O)c1ccc(F)cc1F,"[3-acetyloxy-2-(2,4-difluorophenyl)-2-hydroxypropyl] acetate",,,
[Br-].O=C([O-])[O-].CCCC[N+](CCCC)(CCCC)CCCC.O=C(CBr)c1ccc(Cl)cc1.O=S(=O)(F)Cc1ccc(Cl)cc1.[K+].[K+].C1CCOC1,bromide|carbonate|tetrabutylazanium|2-bromo-1-(4-chlorophenyl)ethanone|(4-chlorophenyl)methanesulfonyl fluoride|potassium(1+)|potassium(1+)|oxolane,O=C(C=Cc1ccc(Cl)cc1)c1ccc(Cl)cc1,"1,3-bis(4-chlorophenyl)prop-2-en-1-one",,,
O=c1[nH]c(=O)c2ccc(Cl)cc2[nH]1.O=[N+]([O-])O.O=S(=O)(O)O,"7-chloro-1H-quinazoline-2,4-dione|nitric acid|sulfuric acid",O=c1[nH]c(=O)c2cc([N+](=O)[O-])c(Cl)cc2[nH]1,"7-chloro-6-nitro-1H-quinazoline-2,4-dione",,,
[Al+3].[H-].[H-].[H-].[H-].[Li+].COC(=O)CC1CNc2ccccc21.C1CCOC1,"aluminum(3+)|hydride|hydride|hydride|hydride|lithium(1+)|methyl 2-(2,3-dihydro-1H-indol-3-yl)acetate|oxolane",OCCC1CNc2ccccc21,"2-(2,3-dihydro-1H-indol-3-yl)ethanol",,,
O=c1c2c([nH]n1-c1ccc(Cl)cc1F)CCC2.O=P(Cl)(Cl)Cl,"2-(4-chloro-2-fluorophenyl)-1,4,5,6-tetrahydrocyclopenta[c]pyrazol-3-one|phosphoryl trichloride",Fc1cc(Cl)ccc1-n1nc2c(c1Cl)CCC2,"3-chloro-2-(4-chloro-2-fluorophenyl)-5,6-dihydro-4H-cyclopenta[c]pyrazole",,,
[Al+3].O=C(Br)CBr.c1ccc2c(c1)CCC2.ClCCl.CC[SiH](CC)CC.[Cl-].[Cl-].[Cl-].O=C(O)C(F)(F)F,"aluminum(3+)|2-bromoacetyl bromide|2,3-dihydro-1H-indene|dichloromethane|triethylsilane|chloride|chloride|chloride|2,2,2-trifluoroacetic acid",BrCCc1ccc2c(c1)CCC2,"5-(2-bromoethyl)-2,3-dihydro-1H-indene",,,
O=C(Cl)c1ccccc1.CCOC(C)=O.NO.[Na+].O=C([O-])O,benzoyl chloride|ethyl acetate|hydroxylamine|sodium(1+)|hydrogen carbonate,O=C(NO)c1ccccc1,N-hydroxybenzamide,,,
CCc1ccc(O)cc1.ClCCl.Cl.Sc1ccccc1,4-ethylphenol|dichloromethane|chlorane|benzenethiol,CCc1ccc(O)c(Sc2ccccc2)c1,4-ethyl-2-phenylsulfanylphenol,,,
O=C(O)COc1ccc(OC(F)(F)F)cc1.CN(C)C=O.O=S(Cl)Cl,"2-[4-(trifluoromethoxy)phenoxy]acetic acid|N,N-dimethylformamide|thionyl dichloride",O=C(Cl)COc1ccc(OC(F)(F)F)cc1,2-[4-(trifluoromethoxy)phenoxy]acetyl chloride,,,
CCOC(=O)CCC(C)(C)c1ccc(Cl)c(OC)c1.C[Si](C)(C)[NH-].C[Si](C)(C)[NH-].Cc1ccccc1.[Cl-].[K+].[K+].[NH4+].C1CCOC1,ethyl 4-(4-chloro-3-methoxyphenyl)-4-methylpentanoate|trimethylsilylazanide|trimethylsilylazanide|toluene|chloride|potassium(1+)|potassium(1+)|azanium|oxolane,CCOC(=O)C(O)CC(C)(C)c1ccc(Cl)c(OC)c1,ethyl 4-(4-chloro-3-methoxyphenyl)-2-hydroxy-4-methylpentanoate,,,
CNOC.CN(C)C=O.CCOC(C)=O.CCN(C(C)C)C(C)C.Cl.Nc1nc(Cl)ccc1C(=O)O.O.O.On1nnc2ccccc21,"N-methoxymethanamine|N,N-dimethylformamide|ethyl acetate|N-ethyl-N-propan-2-ylpropan-2-amine|chlorane|2-amino-6-chloropyridine-3-carboxylic acid|oxidane|oxidane|1-hydroxybenzotriazole",CON(C)C(=O)c1ccc(Cl)nc1N,2-amino-6-chloro-N-methoxy-N-methylpyridine-3-carboxamide,,,
C1=CCCCC1.CCO.[O-][n+]1ccccc1NCCCO.[Pd],cyclohexene|ethanol|3-[(1-hydroxypyridin-2-ylidene)amino]propan-1-ol|palladium,OCCCNc1ccccn1,3-(pyridin-2-ylamino)propan-1-ol,,,
CCOC(=O)C1CCCC1OCc1ccccc1.[Li+].C1CCOC1.[OH-],ethyl 2-phenylmethoxycyclopentane-1-carboxylate|lithium(1+)|oxolane|hydroxide,O=C(O)C1CCCC1OCc1ccccc1,2-phenylmethoxycyclopentane-1-carboxylic acid,,,
ClCCl.COC(=O)C(=NO)C(C)=O.O=S(=O)(Cl)Cl,dichloromethane|methyl 3-hydroxy-2-nitrosobut-2-enoate|sulfuryl dichloride,COC(=O)C(=NO)C(=O)CCl,methyl 4-chloro-3-hydroxy-2-nitrosobut-2-enoate,,,
CCN(C(C)C)C(C)C.O=C(Cl)c1ccc(Cl)cc1.ClCCl.NCc1cccs1,N-ethyl-N-propan-2-ylpropan-2-amine|4-chlorobenzoyl chloride|dichloromethane|thiophen-2-ylmethanamine,O=C(NCc1cccs1)c1ccc(Cl)cc1,4-chloro-N-(thiophen-2-ylmethyl)benzamide,,,
CC(C)(C)[Si](C)(C)OCCc1ccnc(C#N)c1.C1CCOC1,4-[2-[tert-butyl(dimethyl)silyl]oxyethyl]pyridine-2-carbonitrile|oxolane,N#Cc1cc(CCO)ccn1,4-(2-hydroxyethyl)pyridine-2-carbonitrile,,,
CC(C)Br.O=C([O-])[O-].[K+].[K+].Sc1ccncc1,2-bromopropane|carbonate|potassium(1+)|potassium(1+)|1H-pyridine-4-thione,CC(C)Sc1ccncc1,4-propan-2-ylsulfanylpyridine,,,
Cc1cc(C)n(C(C)C(=O)Cl)n1.O=C1CCOCC1,"2-(3,5-dimethylpyrazol-1-yl)propanoyl chloride|oxan-4-one",Cc1cc(C)n(C(C)C(=O)C2COCCC2=O)n1,"3-[2-(3,5-dimethylpyrazol-1-yl)propanoyl]oxan-4-one",,,
CN(C)C=O.O=C(Cl)C(=O)Cl.ClCCl.O=C(O)c1cc2ccccc2o1,"N,N-dimethylformamide|oxalyl dichloride|dichloromethane|1-benzofuran-2-carboxylic acid",O=C(Cl)c1cc2ccccc2o1,1-benzofuran-2-carbonyl chloride,,,
O=C1CCCc2[nH]c3cc(F)ccc3c21.CN(C)C=O,"7-fluoro-1,2,3,9-tetrahydrocarbazol-4-one|N,N-dimethylformamide",Cn1c2c(c3ccc(F)cc31)C(=O)CCC2,"7-fluoro-9-methyl-2,3-dihydro-1H-carbazol-4-one",,,
N#Cc1ccc(F)cc1.NN1C=NC=CN1,"4-fluorobenzonitrile|1H-1,2,4-triazin-2-amine",N#Cc1ccc(NN2C=NC=CN2)cc1,"4-(1H-1,2,4-triazin-2-ylamino)benzonitrile",,,
[Br-].C1CCOC1.Cc1ccccc1.CCCCCC.COc1ccc([Mg+])cc1.Fc1ccccc1Cl,bromide|oxolane|toluene|hexane|COc1ccc([Mg+])cc1|1-chloro-2-fluorobenzene,COc1ccc(-c2ccccc2F)cc1,1-fluoro-2-(4-methoxyphenyl)benzene,,,
[Cl-].[NH3+]CCCl.O=[N+]([O-])c1ccc(N=C=S)cc1,chloride|2-chloroethylazanium|1-isothiocyanato-4-nitrobenzene,O=[N+]([O-])c1ccc(N=C2NCCS2)cc1,"N-(4-nitrophenyl)-4,5-dihydro-1,3-thiazol-2-amine",,,
CCN=C=NCCCN(C)C.ClCCl.Cl.CCOP(=O)(CCN)OCC.O=C(O)c1ccncc1.On1nnc2ccccc21,CCN=C=NCCCN(C)C|dichloromethane|chlorane|2-diethoxyphosphorylethanamine|pyridine-4-carboxylic acid|1-hydroxybenzotriazole,CCOP(=O)(CCNC(=O)c1ccncc1)OCC,N-(2-diethoxyphosphorylethyl)pyridine-4-carboxamide,,,
CCN(CC)CC.CS(=O)(=O)Cl.ClCCl.O=C1CSc2ccc(CCO)cc2N1,"N,N-diethylethanamine|methanesulfonyl chloride|dichloromethane|6-(2-hydroxyethyl)-4H-1,4-benzothiazin-3-one",CS(=O)(=O)OCCc1ccc2c(c1)NC(=O)CS2,"2-(3-oxo-4H-1,4-benzothiazin-6-yl)ethyl methanesulfonate",,,
[Al+3].C1CCOC1.CC(=O)c1ccccc1OC(F)(F)F.[H-].[H-].[H-].[H-].[Li+].O,aluminum(3+)|oxolane|1-[2-(trifluoromethoxy)phenyl]ethanone|hydride|hydride|hydride|hydride|lithium(1+)|oxidane,CC(O)c1ccccc1OC(F)(F)F,1-[2-(trifluoromethoxy)phenyl]ethanol,,,
COc1ccc(N)cc1.CCOC(C)=O.[K+].NC(N)=O.[Na+].O=[N+]([O-])[O-].[OH-].O=S(=O)(O)O,4-methoxyaniline|ethyl acetate|potassium(1+)|urea|sodium(1+)|nitrate|hydroxide|sulfuric acid,COc1ccc(N)cc1[N+](=O)[O-],4-methoxy-3-nitroaniline,,,
COC(=O)c1nc2cc(Cl)ccc2c(O)c1C(=O)OC.Cl.[Na+].[OH-].O,"dimethyl 7-chloro-4-oxo-1H-quinoline-2,3-dicarboxylate|chlorane|sodium(1+)|hydroxide|oxidane",COC(=O)c1c(C(=O)O)nc2cc(Cl)ccc2c1O,7-chloro-3-methoxycarbonyl-4-oxo-1H-quinoline-2-carboxylic acid,,,
CCOC(=O)c1cc[nH]c1C.CCNCC.Cc1ccccc1.CCCCCC.C[Al](C)C.Cl,ethyl 2-methyl-1H-pyrrole-3-carboxylate|N-ethylethanamine|toluene|hexane|trimethylalumane|chlorane,CCN(CC)C(=O)c1cc[nH]c1C,"N,N-diethyl-2-methyl-1H-pyrrole-3-carboxamide",,,
Cl.[N-]=[N+]=NCC1Cc2cc(Cl)cc(C3CCCCC3)c2O1,"chlorane|2-(azidomethyl)-5-chloro-7-cyclohexyl-2,3-dihydro-1-benzofuran",NCC1Cc2cc(Cl)cc(C3CCCCC3)c2O1,"(5-chloro-7-cyclohexyl-2,3-dihydro-1-benzofuran-2-yl)methanamine",,,
FC(F)Oc1ccc(CCl)cc1OCC1CC1.N#C[Na],4-(chloromethyl)-2-(cyclopropylmethoxy)-1-(difluoromethoxy)benzene|sodium;cyanide,N#CCc1ccc(OC(F)F)c(OCC2CC2)c1,2-[3-(cyclopropylmethoxy)-4-(difluoromethoxy)phenyl]acetonitrile,,,
C1CCOC1.CC#N.[Li]CCCC.CC(C)=CC=O,oxolane|acetonitrile|lithium;butane|3-methylbut-2-enal,CC(C)=CC(O)CC#N,3-hydroxy-5-methylhex-4-enenitrile,,,
COC(=O)c1cc(I)cnc1Cl.Oc1ccc(F)cc1.[H-].[Na+].CN(C)C=O.O,"methyl 2-chloro-5-iodopyridine-3-carboxylate|4-fluorophenol|hydride|sodium(1+)|N,N-dimethylformamide|oxidane",COC(=O)c1cc(I)cnc1Oc1ccc(F)cc1,methyl 2-(4-fluorophenoxy)-5-iodopyridine-3-carboxylate,,,
CCO.N.ClCCC(Oc1ccccc1)c1ccccc1,ethanol|azane|(3-chloro-1-phenoxypropyl)benzene,NCCC(Oc1ccccc1)c1ccccc1,3-phenoxy-3-phenylpropan-1-amine,,,
COCCOC.CC(C)(C)O.CC1(C)CC(=O)CCO1.CC(C)(C)[O-].CCOCC.[K+].[C-]#[N+]CS(=O)(=O)c1ccc(C)cc1,"1,2-dimethoxyethane|2-methylpropan-2-ol|2,2-dimethyloxan-4-one|2-methylpropan-2-olate|ethoxyethane|potassium(1+)|1-(isocyanomethylsulfonyl)-4-methylbenzene",CC1(C)CC(C#N)CCO1,"2,2-dimethyloxane-4-carbonitrile",,,
O=C([O-])[O-].CSCCCl.CC#N.[K+].[K+].O=[N+]([O-])c1ccccc1O,carbonate|1-chloro-2-methylsulfanylethane|acetonitrile|potassium(1+)|potassium(1+)|2-nitrophenol,CSCCOc1ccccc1[N+](=O)[O-],1-(2-methylsulfanylethoxy)-2-nitrobenzene,,,
COc1cc2cc(C(C)C)sc2c(Cl)c1Cl.Cl.O.c1ccncc1,"6,7-dichloro-5-methoxy-2-propan-2-yl-1-benzothiophene|chlorane|oxidane|pyridine",CC(C)c1cc2cc(O)c(Cl)c(Cl)c2s1,"6,7-dichloro-2-propan-2-yl-1-benzothiophen-5-ol",,,
ClCCl.Nc1cccc(F)c1CO.O=[Mn]=O,dichloromethane|(2-amino-6-fluorophenyl)methanol|dioxomanganese,Nc1cccc(F)c1C=O,2-amino-6-fluorobenzaldehyde,,,
ClCCBr.Fc1ccc(S)cc1F.[K+].[K+].O=C([O-])[O-].CN(C)C=O,"1-bromo-2-chloroethane|3,4-difluorobenzenethiol|potassium(1+)|potassium(1+)|carbonate|N,N-dimethylformamide",Fc1ccc(SCCCl)cc1F,"4-(2-chloroethylsulfanyl)-1,2-difluorobenzene",,,
COC(C)(C)CCC1CC(=O)CC(C)C1.CCOCC.[Cl-].CI.[Mg].[NH4+],3-(3-methoxy-3-methylbutyl)-5-methylcyclohexan-1-one|ethoxyethane|chloride|iodomethane|magnesium|azanium,COC(C)(C)CCC1CC(C)CC(C)(O)C1,"3-(3-methoxy-3-methylbutyl)-1,5-dimethylcyclohexan-1-ol",,,
[Li]CCCC.CC(=O)N(C)C.C1CCOC1.O=S(=O)(c1cccs1)N1CCCCC1,"lithium;butane|N,N-dimethylacetamide|oxolane|1-thiophen-2-ylsulfonylpiperidine",CC(=O)c1ccc(S(=O)(=O)N2CCCCC2)s1,1-(5-piperidin-1-ylsulfonylthiophen-2-yl)ethanone,,,
Nc1nc2cccc(Br)n2n1.C[S-].CN(C)C=O.[Na+].O,"5-bromo-[1,2,4]triazolo[1,5-a]pyridin-2-amine|methanethiolate|N,N-dimethylformamide|sodium(1+)|oxidane",CSc1cccc2nc(N)nn12,"5-methylsulfanyl-[1,2,4]triazolo[1,5-a]pyridin-2-amine",,,
N#CCN.O=C(Cl)C(=O)Cl.Cl.Cl.C1COCCO1,"2-aminoacetonitrile|oxalyl dichloride|chlorane|chlorane|1,4-dioxane",N#CCNC(=O)C(=O)Cl,2-(cyanomethylamino)-2-oxoacetyl chloride,,,
CCO.ClCC1CO1.Nc1cc2c(cc1F)SCC(=O)N2.O,"ethanol|2-(chloromethyl)oxirane|6-amino-7-fluoro-4H-1,4-benzothiazin-3-one|oxidane",O=C1CSc2cc(F)c(NCC(O)CCl)cc2N1,"6-[(3-chloro-2-hydroxypropyl)amino]-7-fluoro-4H-1,4-benzothiazin-3-one",,,
Cc1cc([N+](=O)[O-])c(C)cc1C(=O)CBr.CC(N)=S.Cc1nc(-c2cc(C)c([N+](=O)[O-])cc2C)cs1.CCO.CO,"2-bromo-1-(2,5-dimethyl-4-nitrophenyl)ethanone|ethanethioamide|4-(2,5-dimethyl-4-nitrophenyl)-2-methyl-1,3-thiazole|ethanol|methanol",Cc1nc(-c2cc(C)c(N)cc2C)cs1,"2,5-dimethyl-4-(2-methyl-1,3-thiazol-4-yl)aniline",,,
CN(C(=O)n1cc[n+](C)c1)c1ccccc1.Cc1cc(C)nc(O)n1.CCN(CC)CC.CC#N.[I-],"N,3-dimethyl-N-phenylimidazol-3-ium-1-carboxamide|4,6-dimethyl-1H-pyrimidin-2-one|N,N-diethylethanamine|acetonitrile|iodide",Cc1cc(C)nc(OC(=O)N(C)c2ccccc2)n1,"(4,6-dimethylpyrimidin-2-yl) N-methyl-N-phenylcarbamate",,,
Cl.[K+].[OH-].COC(=O)C(C)(c1ccccc1)c1ccc(O)cc1,chlorane|potassium(1+)|hydroxide|methyl 2-(4-hydroxyphenyl)-2-phenylpropanoate,CC(C(=O)O)(c1ccccc1)c1ccc(O)cc1,2-(4-hydroxyphenyl)-2-phenylpropanoic acid,,,
OCCCN1CCC(F)C1.O=S(Cl)Cl,3-(3-fluoropyrrolidin-1-yl)propan-1-ol|thionyl dichloride,FC1CCN(CCCCl)C1,1-(3-chloropropyl)-3-fluoropyrrolidine,,,
O=C([O-])[O-].Cc1nn(-c2ccccc2)c(=O)[nH]1.FC(F)Cl.[K+].[K+],"carbonate|5-methyl-2-phenyl-4H-1,2,4-triazol-3-one|chloro(difluoro)methane|potassium(1+)|potassium(1+)",Cc1nn(-c2ccccc2)c(=O)n1C(F)F,"4-(difluoromethyl)-5-methyl-2-phenyl-1,2,4-triazol-3-one",,,
COC(=O)c1cc(CO)cc(C)c1OC1CCC1.CCO.[K+].[OH-].O,methyl 2-cyclobutyloxy-5-(hydroxymethyl)-3-methylbenzoate|ethanol|potassium(1+)|hydroxide|oxidane,Cc1cc(CO)cc(C(=O)O)c1OC1CCC1,2-cyclobutyloxy-5-(hydroxymethyl)-3-methylbenzoic acid,,,
NC1CCCc2ccccc21.O=CCc1ccccc1,"1,2,3,4-tetrahydronaphthalen-1-amine|2-phenylacetaldehyde",c1ccc(CCNC2CCCc3ccccc32)cc1,"N-(2-phenylethyl)-1,2,3,4-tetrahydronaphthalen-1-amine",,,
[Br-].Cn1ncc(Br)c1C=O.O=C([O-])[O-].CC(=O)[O-].CC(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC.CCOC(C)=O.OB(O)c1ccc(Cl)cc1.[K+].[K+].O.[Pd+2],bromide|4-bromo-2-methylpyrazole-3-carbaldehyde|carbonate|acetate|acetate|tetrabutylazanium|ethyl acetate|(4-chlorophenyl)boronic acid|potassium(1+)|potassium(1+)|oxidane|palladium(2+),Cn1ncc(-c2ccc(Cl)cc2)c1C=O,4-(4-chlorophenyl)-2-methylpyrazole-3-carbaldehyde,,,
[Na+].COC(=O)c1cnn(OCCCC2OCCO2)c1.[OH-],"sodium(1+)|methyl 1-[3-(1,3-dioxolan-2-yl)propoxy]pyrazole-4-carboxylate|hydroxide",O=C(O)c1cnn(OCCCC2OCCO2)c1,"1-[3-(1,3-dioxolan-2-yl)propoxy]pyrazole-4-carboxylic acid",,,
CC(C)O.O=S(=O)(O)O.CCOC(=O)C1OC1C(=O)Nc1ccccc1.c1ccccc1,propan-2-ol|sulfuric acid|ethyl 3-(phenylcarbamoyl)oxirane-2-carboxylate|benzene,CC(C)OC(=O)C1OC1C(=O)Nc1ccccc1,propan-2-yl 3-(phenylcarbamoyl)oxirane-2-carboxylate,,,
CCN(CC)CC.CNC(=O)Oc1ccc(N)c(C)c1.CS(=O)(=O)Cl.c1ccccc1,"N,N-diethylethanamine|(4-amino-3-methylphenyl) N-methylcarbamate|methanesulfonyl chloride|benzene",CNC(=O)Oc1ccc(NS(C)(=O)=O)c(C)c1,[4-(methanesulfonamido)-3-methylphenyl] N-methylcarbamate,,,
CO.Cc1cc(C)c(CC(=O)O)cc1C.Cl,"methanol|2-(2,4,5-trimethylphenyl)acetic acid|chlorane",COC(=O)Cc1cc(C)c(C)cc1C,"methyl 2-(2,4,5-trimethylphenyl)acetate",,,
[Li]C(C)(C)C.CCCCC.CON(C)C(=O)C(C)(C)C(F)(F)F.C1CCOC1,"lithium;2-methylpropane|pentane|3,3,3-trifluoro-N-methoxy-N,2,2-trimethylpropanamide|oxolane",CCOC=CC(=O)C(C)(C)C(F)(F)F,"1-ethoxy-5,5,5-trifluoro-4,4-dimethylpent-1-en-3-one",,,
O=C([O-])[O-].COC(=O)CCCBr.[K+].[K+].COc1cc(C=O)ccc1O.CN(C)C=O.O,"carbonate|methyl 4-bromobutanoate|potassium(1+)|potassium(1+)|4-hydroxy-3-methoxybenzaldehyde|N,N-dimethylformamide|oxidane",COC(=O)CCCOc1ccc(C=O)cc1OC,methyl 4-(4-formyl-2-methoxyphenoxy)butanoate,,,
COc1ccc(F)cc1C=O.CC(=O)[O-].CCO.[Cl-].CCOC(=O)CN=[N+]=[N-].[NH4+].[Na+],5-fluoro-2-methoxybenzaldehyde|acetate|ethanol|chloride|ethyl 2-azidoacetate|azanium|sodium(1+),CCOC(=O)C(=Cc1cc(F)ccc1OC)N=[N+]=[N-],ethyl 2-azido-3-(5-fluoro-2-methoxyphenyl)prop-2-enoate,,,
Cc1ccc(B(O)O)cc1.ClCCl.Nc1ccccc1I.[Na+].C1CCOC1.[OH-],(4-methylphenyl)boronic acid|dichloromethane|2-iodoaniline|sodium(1+)|oxolane|hydroxide,Cc1ccc(-c2ccccc2N)cc1,2-(4-methylphenyl)aniline,,,
CC(C)O.Cl.[Na+].[OH-].O.Oc1ncccn1.O=[N+]([O-])O.O=S(=O)(O)O,propan-2-ol|chlorane|sodium(1+)|hydroxide|oxidane|1H-pyrimidin-2-one|nitric acid|sulfuric acid,O=[N+]([O-])c1cnc(O)nc1,5-nitro-1H-pyrimidin-2-one,,,
CCCCONC(N)=O.CCCCOn1cc(C)c(=O)[nH]c1=O.S=P12SP3(=S)SP(=S)(S1)SP(=S)(S2)S3,"butoxyurea|1-butoxy-5-methylpyrimidine-2,4-dione|1,3,5,7-tetrakis(sulfanylidene)-2,4,6,8,9,10-hexathia-1lambda5,3lambda5,5lambda5,7lambda5-tetraphosphatricyclo[3.3.1.13,7]decane",CCCCOn1cc(C)c(S)nc1=O,1-butoxy-5-methyl-4-sulfanylidenepyrimidin-2-one,,,
N#Cc1cc(F)cc(Br)c1.C[Si](C)(C)[N-][Si](C)(C)C.CCO.[Na+],3-bromo-5-fluorobenzonitrile|bis(trimethylsilyl)azanide|ethanol|sodium(1+),CCOc1cc(Br)cc(C#N)c1,3-bromo-5-ethoxybenzonitrile,,,
CCC(Oc1nc2ccccc2o1)C(=O)[O-].[Na+].[OH-].O,"2-(1,3-benzoxazol-2-yloxy)butanoate|sodium(1+)|hydroxide|oxidane",O=C(O)COc1nc2ccccc2o1,"2-(1,3-benzoxazol-2-yloxy)acetic acid",,,
CC#N.Cc1ccccc1.COC(=O)c1ccc(OC)cc1.[H-].[Na+],acetonitrile|toluene|methyl 4-methoxybenzoate|hydride|sodium(1+),COc1ccc(C(=O)CC#N)cc1,3-(4-methoxyphenyl)-3-oxopropanenitrile,,,
COc1ccc(C2CNC(=O)C2)cc1OC.CI.CCOC(C)=O.CN(C)C=O.CC(C)OC(C)C.[H-].[H][H].[Na+].O,"4-(3,4-dimethoxyphenyl)pyrrolidin-2-one|iodomethane|ethyl acetate|N,N-dimethylformamide|2-propan-2-yloxypropane|hydride|molecular hydrogen|sodium(1+)|oxidane",COc1ccc(C2CC(=O)N(C)C2)cc1OC,"4-(3,4-dimethoxyphenyl)-1-methylpyrrolidin-2-one",,,
CCOC(=O)c1c[nH]c2ccc(OC)cc2c1=O.CCO.Cl.[Na+].[OH-],ethyl 6-methoxy-4-oxo-1H-quinoline-3-carboxylate|ethanol|chlorane|sodium(1+)|hydroxide,COc1ccc2[nH]cc(C(=O)O)c(=O)c2c1,6-methoxy-4-oxo-1H-quinoline-3-carboxylic acid,,,
CC(C)CCON=O.ICI.Cc1c(-c2cc(N)c(Cl)cc2F)nn(C)c1C#N,"3-methylbutyl nitrite|diiodomethane|5-(5-amino-4-chloro-2-fluorophenyl)-2,4-dimethylpyrazole-3-carbonitrile",Cc1c(-c2cc(I)c(Cl)cc2F)nn(C)c1C#N,"5-(4-chloro-2-fluoro-5-iodophenyl)-2,4-dimethylpyrazole-3-carbonitrile",,,
CC(=O)Cl.CC(C)=CCC1CCC(C)(O)C1(C)C,"acetyl chloride|1,2,2-trimethyl-3-(3-methylbut-2-enyl)cyclopentan-1-ol",CC(=O)OC1(C)CCC(CC=C(C)C)C1(C)C,"[1,2,2-trimethyl-3-(3-methylbut-2-enyl)cyclopentyl] acetate",,,
CCNS(=O)(=O)c1ccc(C)cc1.ClCCCCl.[H-].[Na+].CN(C)C=O.O,"N-ethyl-4-methylbenzenesulfonamide|1,3-dichloropropane|hydride|sodium(1+)|N,N-dimethylformamide|oxidane",CCN(CCCCl)S(=O)(=O)c1ccc(C)cc1,N-(3-chloropropyl)-N-ethyl-4-methylbenzenesulfonamide,,,
O=C([O-])[O-].CO.CC(C)(C)OC(=O)N1CCC(C=O)C1.[K+].[K+],carbonate|methanol|tert-butyl 3-formylpyrrolidine-1-carboxylate|potassium(1+)|potassium(1+),C#CC1CCN(C(=O)OC(C)(C)C)C1,tert-butyl 3-ethynylpyrrolidine-1-carboxylate,,,
BrB(Br)Br.ClCCl.COc1c(F)c(F)c(C2=CC(=O)NC2=O)c(F)c1F.O,"tribromoborane|dichloromethane|3-(2,3,5,6-tetrafluoro-4-methoxyphenyl)pyrrole-2,5-dione|oxidane",O=C1C=C(c2c(F)c(F)c(O)c(F)c2F)C(=O)N1,"3-(2,3,5,6-tetrafluoro-4-hydroxyphenyl)pyrrole-2,5-dione",,,
CC(C)(C)OC(=O)N1CCC2OC2CC1.CCO.[Cl-].[N-]=[N+]=[N-].[NH4+].[Na+].O,tert-butyl 8-oxa-4-azabicyclo[5.1.0]octane-4-carboxylate|ethanol|chloride|azide|azanium|sodium(1+)|oxidane,CC(C)(C)OC(=O)N1CCC(O)C(N=[N+]=[N-])CC1,tert-butyl 4-azido-5-hydroxyazepane-1-carboxylate,,,
CN(C)C=O.[H-].CI.[Na+].CCOC(=O)N1CCC(OC)(OC)C(O)C1,"N,N-dimethylformamide|hydride|iodomethane|sodium(1+)|ethyl 3-hydroxy-4,4-dimethoxypiperidine-1-carboxylate",CCOC(=O)N1CCC(OC)(OC)C(OC)C1,"ethyl 3,4,4-trimethoxypiperidine-1-carboxylate",,,
C1COCCO1.CN1CCCCC1.Clc1ccnc(Cl)n1,"1,4-dioxane|1-methylpiperidine|2,4-dichloropyrimidine",Clc1ccnc(N2CCCCC2)n1,4-chloro-2-piperidin-1-ylpyrimidine,,,
CC(=O)CC(O)CCSc1ccc(Br)cc1.Cc1ccccc1.Cc1ccc(S(=O)(=O)O)cc1,6-(4-bromophenyl)sulfanyl-4-hydroxyhexan-2-one|toluene|4-methylbenzenesulfonic acid,CC(=O)C=CCCSc1ccc(Br)cc1,6-(4-bromophenyl)sulfanylhex-3-en-2-one,,,
